One last azalea bloom came out today and I was happy to see it because all of the other flowers were killed by a late frost a few weeks back.,nature
"I was able to find time to go have my hair cut, something I have been putting off all month and it looks great!",leisure
I got my computer fixed finally.Now i can get back to doing the things i need to get done.,achievement
My mother called out of the blue to tell me how proud she is of me.,affection
I watched my kids playing together and not fighting.,affection
My job provided lunch and it was really good.,enjoy_the_moment
I made a delicious meal using fresh ingredients without having to go to the grocery store.,leisure
I made vacation plans with my daughter today for Florida in July.,affection
GO TO THEATRE AND MAKE HAPPY WITH MY FAMILY,affection
My mother is recovering from weakness after chemotherapy cycle.,affection
Watched a new episode of a show that I like.,leisure
A good win for my sports team,achievement
Meeting up with my girlfriend at the park and just talking.,affection
I worked out and was able to keep up with the entire tape.,achievement
I found something I had lost weeks before.,achievement
I bought a new phone,achievement
I got to see a very good old friend that came over at my daughter's birthday.,bonding
"I went my sons school for open house yesterday, the teacher told about him very positively, that made me happy",affection
My long time best friend came to visit me with family after so many years.,bonding
When i claim back 95% my insurance money from insurance company.,achievement
My cousin brother got engaged to his love after 3 years,affection
My son sang a song for me.,affection
just that feeling of motivation of moving into the right direction you know?!,enjoy_the_moment
i met my old friends after 5 years.we all had a talk for half a day.we played football like my old days.,bonding
I finished my paper for my college class.,achievement
"After a long time, today my cousin came home surprisingly that made my day !",affection
I managed to throw out a few items that were cluttering a room. I enjoyed the space I have after.,enjoy_the_moment
Seeing a friend I haven't seen in a long time,bonding
I spent some time in the kitchen making chicken soup.,leisure
I met with my school friends and enjoyed a lot.,bonding
I satisfied my many food cravings for dinner.,enjoy_the_moment
Meeting up with some older friends that I hadn't seen for a while.,bonding
i received a lottery amount of 5000 today,achievement
I talked to my mom on the phone and it was an amazing call.,affection
"I got to talk to my mother on the phone last night, we hadn't spoke in a while and it was needed.",affection
"The pork I cooked for dinner last night turned out well, I was worried it wouldn't.",achievement
I got accepted into the college I applied for.,achievement
I received a birthday gift in the mail from a good friend of mine.,bonding
I talked to my girlfriend recently and she told me that she loved me.,affection
I finally had a chance to talk about some things that were really bothering me with a good friend.,bonding
I went for a walk early in the morning and air was clear and crisp.,nature
When my wife came home from being at work all day.,affection
"I was finally able to take the necessary steps to start learning Japanese and I finally read my first sentence, it felt really great inside.",achievement
I sold my motorcycle and got 2 thousand dollars for it which is a lot,achievement
I sat outside in my backyard and enjoyed the greenery and the sun that shone down on my face.,nature
My wife made her chicken soup.,affection
I received a bonus at work.,achievement
"I went out to eat at my favorite burger joint. The burgers were so delicious, I was in complete bliss.",enjoy_the_moment
Coffee has made me incredibly happy.,enjoy_the_moment
I was able to have my cell phone service plan significantly reduced which caused me a great deal of happiness yesterday.,achievement
I finally cleaned out my basement.,achievement
My new boss appreciated the work i put in,achievement
I saw some friends that I had not seen in a while and it was good to reconnect.,bonding
My cat snuggled with me while we slept.,affection
i was working on a problem from the morning when i found the solution for the problem i was very happy there is no words to describe my feelings,achievement
I made my goal of losing 10 pounds.,achievement
I bought a new laptop.,achievement
My friend treated me to a nice lunch. It was seafood and delicious. I didn't have to pay for anything.,bonding
Watching Bob's Burgers streaming on Fox.,leisure
"I got a ten dollar bonus from a requester on Mechanical Turk, and I didn't even remember doing the HIT.",achievement
I had talked on the phone with my girlfriend while i've been sick.,affection
My 4 year old son was trying to impress his mother yesterday. After dinner he asked for a piece of chocolate. We have mini Hershey bars so I put one on the counter. My son pointed at the chocolate bar and with his finger moving across the letters he said. Mom it says Turkeys. It made me laugh,affection
I got complimented on looking buff,achievement
Did well in the videogame I was playing,leisure
I won at poker at the local bar. I won $600 and bought a round of drinks for everyone cause I felt so good. I am still happy from this event even this morning.,achievement
I got done with a test that I had been nervous about taking. I think I did pretty good too.,achievement
"I finally repaired a problem with my car. I needed some help, but I managed to do it mostly on my own.",achievement
I played with my dog.,affection
I watched a wonderful movie that I have not seen in years. My family and I were thrilled.,affection
Basically I got an eye exam that really helped me with my eyes. I have diabetes and suffering some vision problems. I ended up getting prescription glasses for my eyes.,achievement
My daughter told me she loved me and hugged me before bed time.,affection
I got a call for a job interview I didn't think I qualified for.,achievement
"I got Chinese food for dinner, it was good.",leisure
"My friend, Sheryl came over to visit me and my puppy.",bonding
Talking to my girlfriend over the phone and making weekend plans,affection
I made the final table of a poker tournament.,achievement
I helped plan a surprise party for my Mom's 70th birthday party coming up.,affection
I was really happy when I was finished with my midterm. I felt decently well on it and was happy when it was over.,achievement
My baby woke up silly and happy and I  felt happy and refreshed from a fairly good night sleep and enjoyed his silliness.,affection
I got a full night of sleep. That does not often happen with a 3 month-old in the house.,enjoy_the_moment
"I finally completed a long, tiring task at work.",achievement
"Increased my max bench press this morning, heaviest I've ever lifted",achievement
I watched a Blackhawks game last night.,leisure
complete my pending job task today.,achievement
"I realized that, under the ACA, I have people I can count on to support me in getting (and keeping) health coverage.",achievement
I worked on my garden in the nice warm weather. The plants were all growing so nicely and the air was so clean.,nature
I had cream of chicken soup for dinner. It made me feel a lot better because I have been sick.,enjoy_the_moment
I got to take a walk with my 12 month old son and my husband. The weather is ver beautiful right now. cool and sunny.,affection
Picking up my girlfriend from the airport since I hadn't seen her for two weeks.,affection
My ex girlfriend texted me and talked to me on the phone as well.,affection
I watched a particularly compelling episode of a show that I enjoy on Netflix.,leisure
My professor gave me an extension on an assignment,achievement
I WAS VERY HAPPY THAT SOMEONE WHO OWED ME MONEY PAID ME BACK LAST NIGHT.,enjoy_the_moment
I went to In n Out after work and I was starving. The double double tasted so good,enjoy_the_moment
"I went to the beach with my girlfriend. It was nice seeing the beautiful sunset go down while holding her in my arms, I was so grateful for this life",affection
Daughter committed to a college.,affection
I enjoyed cooking ribs for dinner tonight.,enjoy_the_moment
"I watched a movie with my wife, and we both enjoyed it.",affection
I went for a walk on the marina with my husband.,affection
"The last show before WrestleMania, Goldberg appeared and got the better of his upcoming opponent Brock Lesnar.  A great result.",achievement
"I made an amazing dinner of garlic and butter noodles.  It had the perfect amount of salt, butter, and Parmesan cheese.  It made my mouth really happy.",achievement
Going to dunkin' donuts and getting a free dozen of them made me happy today.,enjoy_the_moment
Cooking dinner with my boyfriend.,affection
I won sports bets on all 3 of the tennis matches I put money on.,achievement
I made a great riff on guitar,achievement
"I ate chicken, rice, and vegetables for lunch.",leisure
I went to the gym. Hitting a new personal record on the bench press made me more confident in my abilities.,exercise
When I'm with my kids.,affection
I completed a modification for a video game that I was able to release to the public.,achievement
I finally figured out how to properly install a program at work.,achievement
my mom made me my favorite pancakes after long time.,affection
I hung out with my mother.,affection
"Me and my spouse spent the entire day together, laying around and enjoying each others company. We are both pretty busy during the days, and it was very nice that we both had all day to each other.",affection
My coworker just received news that she had an accepted offer on her home.,bonding
I had a great meal,enjoy_the_moment
I prepped oatmeal for a few months so I have plenty of great breakfasts ready.,achievement
A friend came over to help install an appliance.  I was very happy I didn't have to pay a professional.,bonding
I am getting better at doing homework without having a mental breakdown or sleeping.,achievement
I finished the work project I was working on today.,achievement
I played video games with my roommate and online friends.,bonding
I fixed a broken window that had been in that condition for months!,achievement
Walking outside with a friend playing pokemon go,bonding
My daughter came in last night and told me that she loved me and gave me a hug and a kiss and then put herself to bed.,affection
I was watching an episode of crashing and I had a good laugh at one of the jokes on the episode.,enjoy_the_moment
Getting a back massage,leisure
I hung out and went drinking with my boyfriend and our friends.,affection
I found something unexpected in a video game I am playing.,leisure
My husband finished painting my bathroom.  It has been a mess for 2 weeks but last night he put on the last coat after he got home from work.  It made me so happy that it was finally a functional bathroom again.,affection
I got to take a nap on the couch.,leisure
"I participated in a group task and felt valued in it, as if my skills were needed and appreciated.",achievement
I picked up a new phone this afternoon with an Android operating system instead of the terrible Windows phone I have been using.,achievement
My husband made dinner! There were left overs he makes the best scampi,affection
I completed upgrading the switches in our house so everything looks much better.,achievement
Cooked and ate a delicious steak.,enjoy_the_moment
"I was preparing a scrap book for another friend for her birthday. It had screenshots of our chats during the past year, photos, and notes. She teared up going through it and told me aI donat know what have I done to deserve people like you caring this mucha",bonding
Playing video games with my nephew,leisure
I managed to work on my web design project after putting it off for a while.,achievement
I got to watch my favorite tv show.,leisure
I went an entire day of work with no one from HQ sending us last minute insurance claims files and my boss didn't yell at me to work faster to meet deadlines. I had a boring happy day.,achievement
I went grocery shopping and got some really good deals.  I spent $20 less than I had planned.  Bought some marked down ribeyes for $3/lb.,achievement
I ate some of my favorite meals (including bourbon steak) for dinner.,enjoy_the_moment
I finished the grout on the new counter top tile.,achievement
"I got to go get some chinese food, I hadnt had any in a long time.",leisure
My friend stopped by to cht and see me who I have not seen since last year. It was awesome to touch base again and have him back in town.,bonding
I stepped outside without a jacket today.  The sun is shining and it finally feels a bit like spring!,nature
I brought in a card game to try playing with my client and he enjoyed it.,leisure
"I got to see my niece today, she's adorable.",affection
I picked up running again now that the winter weather has finally died down. I feel much better physically and emotionally because of it.,nature
I ate tacos.,enjoy_the_moment
My brother bought home pizza,affection
I smoked some weed with my very close friends.,bonding
"Watching a soap opera of a wrestler, Blue Demon.",leisure
I was able to find a rare vinyl record I had been looking for for a long time.,achievement
getting more money,achievement
My most annoying co-workers are away at a conference and the office has been really peaceful.,enjoy_the_moment
I finished all of my work by the end of the day.,achievement
I won $20 on a fanduel nba fantasy basketball tournament lineup contest.,achievement
When I played with my daughter,affection
happy moment is i got a call saying i got a job and i need to do paperwork.,achievement
A shirt that I had ordered online finally came in.,achievement
When school ended and so I could finally go home.,enjoy_the_moment
I grabbed a $20 HIT on Mechanical Turk.,achievement
I ran quite a long distance with good weather.,exercise
Amazon was able to refund a product that I thought I was going to be stuck paying for.,achievement
My husband told me I didn't have to cook. He is getting food on the way home from work.,affection
I checked a lotto ticket today and found that I won $2.00.,achievement
Found out that my cousins bought a new home near me.,affection
I made a delicious breakfast.,achievement
The team I coach won its match today.,achievement
I did rather well in reaching my recent sales goal.,achievement
I saw my boyfriend again after being apart for a month.,affection
I had an amazing dream this morning.,enjoy_the_moment
I completed a goal that I set for myself at the gym and it pumped me up for tomorrow.,exercise
I ate delicious rice pudding,enjoy_the_moment
I'm finally getting back into my healthy eating plan and today I found out I lost a pound.,achievement
I finished a project at work all by myself.,achievement
My friend and I took a long walk.,bonding
I saw that there was a new episode of Mindy Project and I was excited to watch it.,leisure
I got my favorite ice cream from the ice cream parlor,leisure
"Thinking about my young grandchildren after looking at their pictures today, and how they all look and act just like their Dad, making me very happy and proud.",affection
my girlfriend surprised me at work with a gift.,affection
I am happy that I stuck to my diet that I started yesterday without cheating at all.,enjoy_the_moment
I played a video game.,leisure
I was able to turn in the forbearance form for my student loans.,achievement
My boss told me I did an exceptional job.,achievement
I enjoyed the great meal and drinks on my flight.,enjoy_the_moment
I watched a TV show I like a lot.,leisure
My son got himself ready for school without my help.,affection
"I went to dinner with some friends, after a meeting.",bonding
I went to the gym with a friend of mine who I hadn't seen in a long time.,bonding
Performing well at an online game and helping my team win.,achievement
I am planning another trip upcoming in August. This one is a week-long trip in Colorado. Planning makes me so excited. I love seeing everything coming together and falling into place. I will probably continue to be happy about this randomly up to the point of the actual trip.,enjoy_the_moment
I ate dinner with my favorite person.,affection
Spending time with my dogs outside made me happy. I love watching them play and having fun,affection
I ate McDonald's for breakfast.,enjoy_the_moment
I was able to save a customer of mine over 1000 dollars in insurance premiums.,achievement
I was able to enjoy a nice pleasant dinner with my family last night at the olive garden.,affection
My favorite show came back on netflix,enjoy_the_moment
I met a close friend for coffee.,bonding
My cat cuddled with me when I went to sleep.,affection
I listened to a new song that I really liked.,leisure
When my kids were going to bed they both gave me a kiss and a hug and told me that they loved me.  They are teens now so I hope it will last.,affection
I got my sons report card from his teacher and saw that he got all A's.,affection
I went out to lunch with my boyfriend and we sat outside while we ate and enjoyed our food together.,affection
I got to eat some great food from my mom that I hadn't had in awhile,affection
I made myself a tasty dinner last night.,leisure
I was able to leave work early.,achievement
In my free time on Monday Night I went online and started doing some paid research survey. I have been too lazy to do them but since I am always online I decided to get paid while searching the internet.,leisure
"I listened to the latest album from a favorite musician, Kristin Hersh.",leisure
"At dinner, my family and I were all laughing at the silly song my daughter made up.",affection
Had a delicious lunch,enjoy_the_moment
"When i ware upset last night, my mom convey me some words through online video chat. Listening to my mom's word on phone call was the best enlightenment to me i have received in last few months.",affection
I took some medication that relieved soem pain.,achievement
I was able to take my cat out for a walk while the sky was clear.,affection
"I played with my new kitten, we have only had him for 3 weeks!",affection
I got my paycheck.,achievement
I was accepted for a higher paying study on mechanical turk. I need the money and I was thrilled that I could earn the extra money in this way.,achievement
I ate a delicious and healthy smoothie.,enjoy_the_moment
My son told me he is having the best time while we were at the beach this morning in Florida.,affection
I woke up next to my fiance.,affection
I reached my sales goals at work for the day. I feel really proud of my diligent efforts.,achievement
Baking macaroons with my little brother and sister.,affection
I was happy that I lost over one pound. I cheated some but still lost weight.,achievement
Eating a BBQ pizza from Little Ceasars.,enjoy_the_moment
i felt happy today when i got caught up on my work so i had some free time to myself.,enjoy_the_moment
I got my check from the insurance company to fix my damaged car.,achievement
I started a new diet and was able to control my urge to eat chocolate so far.,achievement
I finished washing my car and making it glossy. It looks fantastic now.,enjoy_the_moment
My friend sent me pictures of his cat.,bonding
"I made plans with my brother to get together this weekend to watch the Final Four.  My nephew could win $700, because he has Gonzaga beating Oregon in the championship game.",affection
My husband surprised me by finishing the laundry.,affection
I received a gift card from my mother.,affection
I have my evening free since I didn't have to go to one of my jobs or go to a club meeting that I normally have every week.,leisure
I received the drafts back on a grant proposal I am working on from my advisor in less than a day so I could re-edit them.,achievement
I got my bff to stop yelling at me all the time because her boyfriend is a dick,bonding
I made myself pizza for dinner and sampled some home brewed beer.,enjoy_the_moment
I got Chinese food for lunch this afternoon as a treat for working through a ten hour day.,enjoy_the_moment
I finished a presentation,achievement
I found a coupon while ordering food online through seamless and saved $10.,achievement
"After a long day, I picked up a six pack of beer;  I'm in the process of enjoying it now.",enjoy_the_moment
My daughter told an unexpectedly funny joke.,affection
Both of my dogs and my toddler played together nicely outside while I enjoyed the nice sunny weather.,nature
my younger sister marriage all family members will meet very enjoyful,affection
The temperature today was 70 degrees and the sun was shining.  I don't like cold weather so this was heaven for me.,nature
I called an old friend and talked for a while,bonding
I read a few more chapters of the novel I've been reading these past few weeks.,leisure
I was able to imagine a hopeful future when I am stuck in depression and poverty at the moment.,enjoy_the_moment
I saw my friend at work and we talked about life.,bonding
"My partner sent me a special gift of chap stick, that he made himself.",bonding
Making money on amazon turk made me happy this month.,achievement
"My new boss complimented me, and said other management staff appreciated my efforts.",achievement
Last month I have achieved my target in my job much before the stipulated time.,achievement
My cat had recently lost weight so i took her to the veterinarian. The veterinarian said my cat had all the symptoms of hyperthyroidism. A few days later i received a call saying that my cat was perfectly fine and healthy.,affection
Something that made me happy in the past month was when I received a bouquet of flowers.,enjoy_the_moment
When I ate at a new restaurant.,leisure
"It was 70 degrees out the other day, and it felt amazing to go for a walk in the park.",nature
I spent some time with a close friend.,bonding
Moving back home made me happy.,enjoy_the_moment
I was very happy last month when my wife got delivered a cute baby girl which just looks like me,affection
My wife gave birth to a baby boy and this made me happy.,affection
I went to meeting of science exhibition..  It is very useful to see..,leisure
"Meeting up with my nephew and niece at my brother's home was awesome, we had fun together.",affection
I got to to Philadelphia to see my brother and his family and I felt amazing.,affection
My son saying he loves me,affection
Getting a job offer from a very important company.,achievement
The day I went to my daughter's clarinet concert.,affection
I made cookies with my grandson.,affection
I made an exceptionally wonderful meal for our dinner.,achievement
I went to dinner with my girlfriend,affection
I was able to use my health knowledge when I volunteered for a health group as their guest speaker.,achievement
Going home to see my family after being gone for college.,affection
When I finished landscaping the front yard with my wife helping me.,affection
"I was struggling with a problem with my elderly mother.  As my wife and I were discussing this unhappy problem, our 8-year old son came up and gave us both hugs just because he wanted us to feel better.",affection
I had a 3 hour conversation with my ex-girlfriend.,affection
My wife give me a watch as gift. I have greatly enjoyed in my life,affection
What made me happy this past month was passing my PGCert one which is the first hurdle to completing my PhD.,achievement
Being with my family on the weekends. Going to my best friends house.,affection
We got a new house and a car.,achievement
I went to a Game of Thrones live concert experience last Thursday which made me extremely happy.,leisure
My youngest son began to stand up holding on to an object.,affection
I have been really depressed lately and afraid to share it with my husband.  He has been very loving and supportive since I told him my feelings.,affection
I got to leave the time-zone I was born in for the first time.,achievement
learning & study make me happy,enjoy_the_moment
This month was my birthday and it made me happy that my wife took me out for a romantic date. It made me feel special and loved by her and it was nice to get out.,affection
Yesterday was my birthday and usually I am not honored or get more than a general happy birthday from my family and friends.  But my boyfriend stayed up until one minute after midnight the night before just so he could say he was the first to wish me a happy birthday.,affection
I was made very happy when I was working with my students and they were able to create and play their own music in about an hour.,achievement
I recently received a new golf putter that I had wanted for a while.,achievement
Hangout with my friends like window shopping,bonding
"My little sister and her family came for a two week visit. I got to hold my baby niece for the first time! I am still happy over this event, as they have just left for their new home, so the joy has not left yet.",affection
I watched my niece and nephew for a weekend. One night when I tucked them into bed my niece wanted hugs and kisses over and over again. Usually she gives me one of each and goes to bed. After three huge hugs and kisses she told me that she loves me so so much and couldn't wait to see me in the morning. As I was leaving her room she told me she had one more question. When I asked her what it was she said I love you so much! I couldn't help but smile for the rest of the night.,affection
I was happy when my work hours were restored to full time (after being reduced across for budgetary reasons) and we even started getting opportunities for overtime.,achievement
I'm finally about to buy a car. My savings just got their few days ago. Now I'm looking. It's exciting.,achievement
I bought several books for cheap that would allow me to study well for an upcoming test.,achievement
I bought a new cell phone with latest features and specifications.,achievement
I was treating my sons family to Sunday lunch and I caught my very intelligent 16 year old grandson off guard and made him laugh.,affection
meeting old friend last sunday,bonding
I traveled to a state I had never been before.,leisure
"I could help a student to buy study materials who was best at his studies,but unable to support financially by his family",bonding
"When my thighs started to shrink from a low protein diet. I ate low carb and worked out hard 7 days a week 2 hours a day. I ended up super skinny except with a big butt and thighs (athletic). I look funny though because I am extremely, extremely thin on top and a size 6 or 8 on the bottom.",exercise
I received flowers from my partner today.,affection
I got around to taking a photo I wanted of a landmark near my home.,achievement
I had dinner with my significant other.,affection
Finishing up work after a long and grinding day of court.,achievement
My happiness had its complement when I was called to congratulate myself for my graduation of an intensive course of programming. I felt expert in technology.,achievement
Riding in the elevator in the arms of the guy I liked and getting a kiss and a long look before going to bed.,affection
The fruits of my labor a a packaging design a were printed and I received some really great recognition for it.,achievement
My husband and me fighting we are not celebrating my birthday,affection
My happy moment was going out to dinner with my husband and son this week:,affection
when i play skateboard with my comrade then i fall they cheer me up and encourage to do it again.. when i land it perfectly that the sweetest happiest moment of my life,bonding
I got the invigilation duty for class X board exams this year.  This is the first time get the duty after 19 years of work.  This has given me a tremendous joy and satisfaction.,achievement
I got to see one of my friends that I havent seen in a long time and we got to catch up.,bonding
BEFORE 2 YEARS FOR MY COLLEGE TOUR FUNCTION   SO WE ALL ENJOY THIS HAPPY MOMENT  FOR MY LIFE. SO I DON'T FORGETTING THIS LIFE.,enjoy_the_moment
My toddler stopped bedwetting.,affection
I finished writing my music album.,achievement
Another happy moment would be when I got to see my little brother for his birthday,affection
"I was very happy and relieved when my dad, who has cardiomyopathy, told me he was able to increase the amount of time he spends exercising every day.",affection
I got a stock dividend.,achievement
It made me happy when my infant son used baby sign language for the first time.,affection
Larger pay check,achievement
When I finished reading my book for the week.,achievement
My nephew was able to get a scholarship to a highly rated university,achievement
Waking up this morning and seeing my son smile made me happy.,affection
I won a small amount of money on a lottery ticket.,achievement
I bought a new car,achievement
"Start a one-line-a-day gratitude journal. Before bed, simply jot down one happy memory from that day. (If you have kids, you can ask them, ""What was the best part of today?"") Reflection is an important part of happiness, and pausing to reflect on a positive event from each day cultivates gratitude.",enjoy_the_moment
I arrived at the Grand Canyon and saw the view from the South Rim for the first time.,nature
My husband got a very nice evaluation from his boss.,achievement
I found some gluten free Matzo at the grocery store. It made me happy because I can't eat gluten. It was also cheaper than I expected. It tastes good.,enjoy_the_moment
When I saw the ultrasound of our baby move around.  It made me realize how precious life can be and its the little moments that make it all worth it.,affection
"After traveling through a snowstorm and boarding a plane in freezing weather, arriving in a destination that was 80 degrees and sunny.",nature
When I completed a dungeon level in a video game I was playing.,leisure
I was happy when I received gifts from my sister just for the sake of giving.,affection
"Being more financially conscious , i am wasting less money on things I can live without.",achievement
A friend surprised me at work and took me out to lunch.,bonding
My husbands representative for this VA claim called and updated me on everything going on and stated that everything looked extremely favorable for him to win his claim and recieve over three years of back pay.,achievement
The second thing that made me happy was that i won a football match with my friends.,bonding
My mother told me she had a gift for me.,affection
I presented results for last month in a large meeting.,achievement
I found out that I had enough money to take a vacation this summer to the Caribbean!,enjoy_the_moment
What made me happy this month is watching my son learn new things.,affection
My husband surprised me with my favorite treats.,affection
"My daughter started walking, and has gotten much better in the past few days.",affection
I got to spend time with my dad's family. We sat outside in the rain and roasted hotdogs over a bonfire.,affection
I successfully learned how to hover in a helicopter.,achievement
"I had lots of good food on a daily basis, particularly, there is shave ice and rice dishes, noddle dishes and other very good food.",enjoy_the_moment
When we booked our honeymoon for late November 2017.,affection
"Yesterday I was looking outside my  house, some children playing cricket by looking them i was remembered my childhood days",enjoy_the_moment
when i left work,enjoy_the_moment
Dinner with team,bonding
I was happy when the local radio station played one of my favorite old-school rap songs.,enjoy_the_moment
I buy a new plant,achievement
My best friend and I scored two  free tickets to a concert we'd been wanting to see but neither of us could really afford.,bonding
I went to chipotle and the server game me way more food than usual.,leisure
My family went to two day tour in a historical place.,leisure
My happy moment was my husband making me dinner.,affection
Smoking perfect pork shoulder for a family dinner.,affection
I've got a new laptop and it works really well.,achievement
"I bought my niece a new bike for her birthday. She was happy, I was thrilled. Watching her try and fall, but finally succeed in riding the bike was quite a joyful experience.",affection
"I saw the film ""Zootopia.""",leisure
I did well in my lab work.,achievement
Receiving a phone interview request to the internship I applied for,achievement
I was informed that my wife got a 6% pay increase which is  a lot compared to the usual 1.5% most employees usually get so I was very happy and proud of her.,achievement
I got the news of my promotion to a higher post.,achievement
I made a very high rank in hearthstone very recently after struggling for it.,achievement
"Got a new job in a reputed company last month, i am more than happy.",achievement
The Oregon Ducks advanced to the final four in the college basketball tournament.,achievement
Going to Disney World with family and friends. We all had a great time.  Lots to see and do there.  THe hotel was great and the parks were fun.  And seeing the expressions on my daughter's faces when we told them we were going to Disney World over the weekend made me very happy.,affection
I am finally leaving the town i work in.,achievement
I was Mailed and congratulated by the Country Head.,achievement
I fixed a plumbing problem in my house.,achievement
My family and I laughed while we were eating dinner the other night.,affection
I was very happy to find out that our business already has a lot of interest and we haven't even launched yet.,achievement
my husband actually came into some money from a past employer. they ended on bad terms and they owed him money when he left the job. we had pretty much given up on the idea of getting the money when we got a check in the mail. i went to get the sales papers from the mail box and what do ya know?! there was a big fat check in there. that really made my day. i felt like all of our problems were solved right then. a stress just lifted off of my shoulders and i called my husband to tell him we were going out to celebrate!,affection
I controlled myself at the store and didnt buy junk food.,achievement
I went on a date with a potential mate last couple of weeks.,bonding
"I found out that I passed my qualifying exam at my graduate school, which was a huge hurdle I had to overcome and was very nervous about.",achievement
"Getting my backyard looking nice, landscaping, mulching.",achievement
My daughter told me thank you for buying her a small gift and renting a movie for us to watch together.,affection
I took my daughter to Corning Glass Museum for the day.,affection
"It was nice weather a couple weekends ago, so I was able to sit outside, relax, and read a book uninterrupted.",nature
last month we went to a orphanage and distributed some books and stationary to the kids.the happiness in their faces made me feel very happy.,enjoy_the_moment
Hanging out with friends all day last Saturday made me really happy as well.,bonding
I have done first Spring cleaning in my home making it look tidy and smell fresh.,achievement
I drove a jet ski for the first time at the farmhouse of a childhood friend.,bonding
"I was able to see one of my most anticipated movies, Logan, starring Hugh Jackman.",leisure
"The weather is finally nice enough out that I can walk around without a jacket, so I'm getting so much more walking in!",nature
I got promoted to assistant manager at my work.,achievement
Another thing that made me happy this month was making up my mind to go to a mainly plant based diet.,achievement
"It made me happy to take a nice, long spa day by myself last week. I needed some time to relax after a hard work week and the spa day was exactly what I needed.",enjoy_the_moment
"My father got a higher salary ,i was so happy for him.",affection
eat my favorite dinner,leisure
I have recently started driving after years of being afraid of the road. I have learned that my fear was all for nothing and that I am actually quite good at it.,achievement
i bought a new vehicle.,achievement
Thinking about going to the beach soon.,leisure
I shaved my beard down to a mustache and received lots of compliments on it.,achievement
I was able to budget better and save money this month.,achievement
Started a new game that I have been waiting a long time to play.,leisure
I had a pretty in depth conversation with a friend about a topic I heavily interested in.,bonding
It made me happy to hear about my husband's day at work when he described it to me yesterday.,affection
My boyfriend posted a photo of me on Facebook with a heart emoji as the caption.,affection
That I finally paid off my hospital bills!,achievement
When my family plan a abroad tour with me,affection
"I was complemented on my outfit by a classmate. I put a lot of effort into my outfit, so I was happy.",bonding
"My husband has been trying to lose weight for a while. He was stuck at the same weight for 3 days and was getting depressed. This morning he told me that he finally had dropped another pound. That made me happy because since I am the one that is controlling his diet, I knew I was doing something right.",affection
i make break fast to day,achievement
I was able to get to work on time even though I woke up late.,achievement
We finished moving our large non essential possessions to our new home!,achievement
My boss congratulated me for the performance I had shown on last two projects.,achievement
I had a very enjoyable lunch with my children and mother-in-law.,affection
